ticker,forecast_time,label,prediction,confidence,temporal_validity,evidence_support,confidence_drop,is_faithful,counterevidence_coverage,market_consistency,market_regime,valid_news_count,invalid_future_news_count
AAPL,2023-01-10 09:00:00,UP,UP,0.76,1.0,1.0,0.76,True,0.0,0.5,sideways,1,0
AAPL,2023-01-11 09:00:00,HOLD,HOLD,0.5,1.0,1.0,0.0,False,0.0,0.5,bull,1,0
AAPL,2023-01-12 09:00:00,UP,UP,0.84,1.0,1.0,0.84,True,0.0,1.0,bull,1,0
AAPL,2023-01-13 09:00:00,UP,HOLD,0.5,1.0,1.0,0.0,False,0.0,1.0,sideways,1,0
AAPL,2023-01-17 09:00:00,DOWN,HOLD,0.5,1.0,1.0,0.0,False,0.0,0.5,bull,1,0
AAPL,2023-01-18 09:00:00,HOLD,HOLD,0.5,1.0,1.0,0.0,False,0.0,0.5,bull,1,0
AAPL,2023-01-19 09:00:00,UP,HOLD,0.5,1.0,1.0,0.0,False,0.0,1.0,sideways,1,0
AAPL,2023-01-20 09:00:00,UP,HOLD,0.5,1.0,1.0,0.0,False,0.0,0.5,bull,1,0
AAPL,2023-01-23 09:00:00,UP,UP,0.79,1.0,1.0,0.79,True,0.0,1.0,bull,1,0
AAPL,2023-01-24 09:00:00,HOLD,UP,0.78,1.0,1.0,0.78,True,0.0,0.5,sideways,1,0
AAPL,2023-01-25 09:00:00,UP,UP,0.78,1.0,1.0,0.78,True,0.0,0.5,sideways,1,0
AAPL,2023-01-26 09:00:00,UP,UP,0.78,1.0,1.0,0.78,True,0.0,0.5,sideways,1,0
AAPL,2023-01-27 09:00:00,DOWN,UP,0.81,1.0,1.0,0.81,True,0.0,1.0,bull,1,0
AAPL,2023-01-30 09:00:00,UP,UP,0.78,1.0,1.0,0.78,True,0.0,0.5,sideways,1,0
AAPL,2023-01-31 09:00:00,UP,UP,0.81,1.0,1.0,0.81,True,0.0,1.0,bull,1,0
AAPL,2023-02-01 09:00:00,UP,UP,0.81,1.0,1.0,0.81,True,0.0,1.0,bull,1,0
AAPL,2023-02-02 09:00:00,UP,UP,0.81,1.0,1.0,0.81,True,0.0,1.0,bull,1,0
AAPL,2023-02-03 09:00:00,DOWN,UP,0.81,1.0,1.0,0.81,True,0.0,1.0,bull,1,0
AAPL,2023-02-06 09:00:00,UP,UP,0.78,1.0,1.0,0.78,True,0.0,0.5,sideways,1,0
AAPL,2023-02-07 09:00:00,DOWN,UP,0.81,1.0,1.0,0.81,True,0.0,1.0,bull,1,0
AAPL,2023-02-08 09:00:00,DOWN,UP,0.78,1.0,1.0,0.78,True,0.0,0.5,sideways,1,0
AAPL,2023-02-09 09:00:00,HOLD,UP,0.78,1.0,1.0,0.78,True,0.0,0.5,sideways,1,0
AAPL,2023-02-10 09:00:00,UP,UP,0.76,1.0,1.0,0.76,True,0.0,0.5,sideways,1,0
AAPL,2023-02-13 09:00:00,HOLD,UP,0.81,1.0,1.0,0.81,True,0.0,1.0,bull,1,0
AAPL,2023-02-14 09:00:00,UP,UP,0.73,1.0,1.0,0.73,True,0.0,0.5,bear,1,0
AAPL,2023-02-15 09:00:00,DOWN,UP,0.81,1.0,1.0,0.81,True,0.0,1.0,bull,1,0
AAPL,2023-02-16 09:00:00,DOWN,UP,0.81,1.0,1.0,0.81,True,0.0,1.0,bull,1,0
AAPL,2023-02-17 09:00:00,DOWN,UP,0.78,1.0,1.0,0.78,True,0.0,0.5,sideways,1,0
AAPL,2023-02-21 09:00:00,HOLD,UP,0.73,1.0,1.0,0.73,True,0.0,0.5,bear,1,0
AAPL,2023-02-22 09:00:00,HOLD,UP,0.73,1.0,1.0,0.73,True,0.0,0.5,bear,1,0
AAPL,2023-02-23 09:00:00,DOWN,UP,0.73,1.0,1.0,0.73,True,0.0,0.5,bear,1,0
AAPL,2023-02-24 09:00:00,UP,UP,0.76,1.0,1.0,0.76,True,0.0,0.5,sideways,1,0
AAPL,2023-02-27 09:00:00,HOLD,UP,0.73,1.0,1.0,0.73,True,0.0,0.5,bear,1,0
AAPL,2023-02-28 09:00:00,DOWN,UP,0.76,1.0,1.0,0.76,True,0.0,0.5,sideways,1,0
AAPL,2023-03-01 09:00:00,HOLD,UP,0.76,1.0,1.0,0.76,True,0.0,0.5,sideways,1,0
AAPL,2023-03-02 09:00:00,UP,UP,0.73,1.0,1.0,0.73,True,0.0,0.5,bear,1,0
AAPL,2023-03-03 09:00:00,UP,UP,0.81,1.0,1.0,0.81,True,0.0,1.0,bull,1,0
AAPL,2023-03-06 09:00:00,DOWN,UP,0.81,1.0,1.0,0.81,True,0.0,1.0,bull,1,0
AAPL,2023-03-07 09:00:00,UP,UP,0.78,1.0,1.0,0.78,True,0.0,0.5,sideways,1,0
AAPL,2023-03-08 09:00:00,DOWN,UP,0.78,1.0,1.0,0.78,True,0.0,0.5,sideways,1,0
AAPL,2023-03-09 09:00:00,DOWN,UP,0.81,1.0,1.0,0.81,True,0.0,1.0,bull,1,0
AAPL,2023-03-10 09:00:00,UP,UP,0.76,1.0,1.0,0.76,True,0.0,0.5,sideways,1,0
AAPL,2023-03-13 09:00:00,UP,UP,0.76,1.0,1.0,0.76,True,0.0,0.5,sideways,1,0
AAPL,2023-03-14 09:00:00,HOLD,UP,0.78,1.0,1.0,0.78,True,0.0,0.5,sideways,1,0
AAPL,2023-03-15 09:00:00,UP,UP,0.81,1.0,1.0,0.81,True,0.0,0.5,sideways,1,0
AAPL,2023-03-16 09:00:00,DOWN,UP,0.78,1.0,1.0,0.78,True,0.0,0.5,sideways,1,0
AAPL,2023-03-17 09:00:00,UP,UP,0.81,1.0,1.0,0.81,True,0.0,1.0,bull,1,0
AAPL,2023-03-20 09:00:00,UP,UP,0.78,1.0,1.0,0.78,True,0.0,0.5,sideways,1,0
AAPL,2023-03-21 09:00:00,DOWN,UP,0.81,1.0,1.0,0.81,True,0.0,1.0,bull,1,0
AAPL,2023-03-22 09:00:00,UP,UP,0.81,1.0,1.0,0.81,True,0.0,1.0,bull,1,0
AAPL,2023-03-23 09:00:00,UP,UP,0.78,1.0,1.0,0.78,True,0.0,0.5,sideways,1,0
AAPL,2023-03-24 09:00:00,DOWN,UP,0.78,1.0,1.0,0.78,True,0.0,0.5,sideways,1,0
AAPL,2023-03-27 09:00:00,HOLD,UP,0.78,1.0,1.0,0.78,True,0.0,0.5,sideways,1,0
AAPL,2023-03-28 09:00:00,UP,UP,0.73,1.0,1.0,0.73,True,0.0,0.5,bear,1,0
AAPL,2023-03-29 09:00:00,UP,UP,0.81,1.0,1.0,0.81,True,0.0,1.0,bull,1,0
AAPL,2023-03-30 09:00:00,UP,UP,0.78,1.0,1.0,0.78,True,0.0,0.5,sideways,1,0
AAPL,2023-03-31 09:00:00,UP,UP,0.81,1.0,1.0,0.81,True,0.0,1.0,bull,1,0
AAPL,2023-04-03 09:00:00,HOLD,UP,0.78,1.0,1.0,0.78,True,0.0,0.5,sideways,1,0
AAPL,2023-04-04 09:00:00,DOWN,UP,0.78,1.0,1.0,0.78,True,0.0,0.5,sideways,1,0
AAPL,2023-04-05 09:00:00,UP,UP,0.81,1.0,1.0,0.81,True,0.0,1.0,bull,1,0
AAPL,2023-04-06 09:00:00,DOWN,UP,0.78,1.0,1.0,0.78,True,0.0,0.5,sideways,1,0
AAPL,2023-04-10 09:00:00,DOWN,UP,0.76,1.0,1.0,0.76,True,0.0,0.5,sideways,1,0
AAPL,2023-04-11 09:00:00,HOLD,UP,0.73,1.0,1.0,0.73,True,0.0,0.5,bear,1,0
AAPL,2023-04-12 09:00:00,UP,UP,0.76,1.0,1.0,0.76,True,0.0,0.5,sideways,1,0
AAPL,2023-04-13 09:00:00,HOLD,UP,0.81,1.0,1.0,0.81,True,0.0,1.0,bull,1,0
AAPL,2023-04-14 09:00:00,HOLD,UP,0.78,1.0,1.0,0.78,True,0.0,0.5,sideways,1,0
AAPL,2023-04-17 09:00:00,UP,UP,0.78,1.0,1.0,0.78,True,0.0,0.5,sideways,1,0
AAPL,2023-04-18 09:00:00,UP,UP,0.81,1.0,1.0,0.81,True,0.0,1.0,bull,1,0
AAPL,2023-04-19 09:00:00,DOWN,UP,0.78,1.0,1.0,0.78,True,0.0,0.5,sideways,1,0
AAPL,2023-04-20 09:00:00,DOWN,UP,0.81,1.0,1.0,0.81,True,0.0,1.0,bull,1,0
AAPL,2023-04-21 09:00:00,HOLD,UP,0.76,1.0,1.0,0.76,True,0.0,0.5,sideways,1,0
AAPL,2023-04-24 09:00:00,DOWN,UP,0.78,1.0,1.0,0.78,True,0.0,0.5,sideways,1,0
AAPL,2023-04-25 09:00:00,HOLD,UP,0.76,1.0,1.0,0.76,True,0.0,0.5,sideways,1,0
AAPL,2023-04-26 09:00:00,UP,UP,0.73,1.0,1.0,0.73,True,0.0,0.5,bear,1,0
AAPL,2023-04-27 09:00:00,UP,UP,0.81,1.0,1.0,0.81,True,0.0,1.0,bull,1,0
AAPL,2023-04-28 09:00:00,HOLD,UP,0.78,1.0,1.0,0.78,True,0.0,0.5,sideways,1,0
AAPL,2023-05-01 09:00:00,DOWN,UP,0.78,1.0,1.0,0.78,True,0.0,0.5,sideways,1,0
AAPL,2023-05-02 09:00:00,DOWN,UP,0.78,1.0,1.0,0.78,True,0.0,0.5,sideways,1,0
AAPL,2023-05-03 09:00:00,DOWN,UP,0.81,1.0,1.0,0.81,True,0.0,1.0,bull,1,0
AAPL,2023-05-04 09:00:00,UP,UP,0.76,1.0,1.0,0.76,True,0.0,0.5,sideways,1,0
AAPL,2023-05-05 09:00:00,HOLD,UP,0.81,1.0,1.0,0.81,True,0.0,1.0,bull,1,0
AAPL,2023-05-08 09:00:00,DOWN,UP,0.78,1.0,1.0,0.78,True,0.0,0.5,sideways,1,0
AAPL,2023-05-09 09:00:00,UP,UP,0.78,1.0,1.0,0.78,True,0.0,0.5,sideways,1,0
AAPL,2023-05-10 09:00:00,HOLD,UP,0.81,1.0,1.0,0.81,True,0.0,1.0,bull,1,0
AAPL,2023-05-11 09:00:00,DOWN,UP,0.78,1.0,1.0,0.78,True,0.0,0.5,sideways,1,0
AAPL,2023-05-12 09:00:00,HOLD,UP,0.73,1.0,1.0,0.73,True,0.0,0.5,bear,1,0
AAPL,2023-05-15 09:00:00,HOLD,UP,0.73,1.0,1.0,0.73,True,0.0,0.5,bear,1,0
AAPL,2023-05-16 09:00:00,HOLD,UP,0.81,1.0,1.0,0.81,True,0.0,0.5,sideways,1,0
AAPL,2023-05-17 09:00:00,UP,UP,0.76,1.0,1.0,0.76,True,0.0,0.5,sideways,1,0
AAPL,2023-05-18 09:00:00,HOLD,UP,0.81,1.0,1.0,0.81,True,0.0,1.0,bull,1,0
AAPL,2023-05-19 09:00:00,DOWN,UP,0.78,1.0,1.0,0.78,True,0.0,0.5,sideways,1,0
AAPL,2023-05-22 09:00:00,DOWN,UP,0.78,1.0,1.0,0.78,True,0.0,0.5,sideways,1,0
AAPL,2023-05-23 09:00:00,HOLD,UP,0.76,1.0,1.0,0.76,True,0.0,0.5,sideways,1,0
AAPL,2023-05-24 09:00:00,UP,UP,0.73,1.0,1.0,0.73,True,0.0,0.5,sideways,1,0
AAPL,2023-05-25 09:00:00,UP,UP,0.76,1.0,1.0,0.76,True,0.0,0.5,sideways,1,0
AAPL,2023-05-26 09:00:00,UP,UP,0.78,1.0,1.0,0.78,True,0.0,0.5,sideways,1,0
AAPL,2023-05-30 09:00:00,HOLD,UP,0.81,1.0,1.0,0.81,True,0.0,1.0,bull,1,0
AAPL,2023-05-31 09:00:00,UP,UP,0.81,1.0,1.0,0.81,True,0.0,1.0,bull,1,0
AAPL,2023-06-01 09:00:00,HOLD,UP,0.78,1.0,1.0,0.78,True,0.0,0.5,sideways,1,0
AAPL,2023-06-02 09:00:00,DOWN,UP,0.78,1.0,1.0,0.78,True,0.0,0.5,sideways,1,0
AAPL,2023-06-05 09:00:00,HOLD,UP,0.81,1.0,1.0,0.81,True,0.0,1.0,bull,1,0
AAPL,2023-06-06 09:00:00,DOWN,UP,0.78,1.0,1.0,0.78,True,0.0,0.5,sideways,1,0
AAPL,2023-06-07 09:00:00,UP,UP,0.78,1.0,1.0,0.78,True,0.0,0.5,sideways,1,0
AAPL,2023-06-08 09:00:00,HOLD,UP,0.78,1.0,1.0,0.78,True,0.0,0.5,sideways,1,0
AAPL,2023-06-09 09:00:00,UP,UP,0.78,1.0,1.0,0.78,True,0.0,0.5,sideways,1,0
AAPL,2023-06-12 09:00:00,HOLD,UP,0.81,1.0,1.0,0.81,True,0.0,1.0,bull,1,0
AAPL,2023-06-13 09:00:00,HOLD,UP,0.81,1.0,1.0,0.81,True,0.0,1.0,bull,1,0
AAPL,2023-06-14 09:00:00,UP,UP,0.81,1.0,1.0,0.81,True,0.0,1.0,bull,1,0
AAPL,2023-06-15 09:00:00,DOWN,UP,0.81,1.0,1.0,0.81,True,0.0,1.0,bull,1,0
AAPL,2023-06-16 09:00:00,HOLD,UP,0.81,1.0,1.0,0.81,True,0.0,1.0,bull,1,0
AAPL,2023-06-20 09:00:00,DOWN,UP,0.78,1.0,1.0,0.78,True,0.0,0.5,sideways,1,0
AAPL,2023-06-21 09:00:00,UP,UP,0.78,1.0,1.0,0.78,True,0.0,0.5,sideways,1,0
AAPL,2023-06-22 09:00:00,HOLD,UP,0.81,1.0,1.0,0.81,True,0.0,1.0,bull,1,0
AAPL,2023-06-23 09:00:00,DOWN,UP,0.81,1.0,1.0,0.81,True,0.0,0.5,sideways,1,0
AAPL,2023-06-26 09:00:00,UP,UP,0.78,1.0,1.0,0.78,True,0.0,0.5,sideways,1,0
AAPL,2023-06-27 09:00:00,UP,UP,0.81,1.0,1.0,0.81,True,0.0,1.0,bull,1,0
AAPL,2023-06-28 09:00:00,HOLD,UP,0.81,1.0,1.0,0.81,True,0.0,1.0,bull,1,0
AAPL,2023-06-29 09:00:00,UP,UP,0.78,1.0,1.0,0.78,True,0.0,0.5,sideways,1,0
AAPL,2023-06-30 09:00:00,DOWN,UP,0.81,1.0,1.0,0.81,True,0.0,1.0,bull,1,0
AAPL,2023-07-03 09:00:00,DOWN,UP,0.78,1.0,1.0,0.78,True,0.0,0.5,sideways,1,0
AAPL,2023-07-05 09:00:00,HOLD,UP,0.81,1.0,1.0,0.81,True,0.0,1.0,bull,1,0
AAPL,2023-07-06 09:00:00,DOWN,UP,0.78,1.0,1.0,0.78,True,0.0,0.5,sideways,1,0
AAPL,2023-07-07 09:00:00,DOWN,UP,0.81,1.0,1.0,0.81,True,0.0,1.0,bull,1,0
AAPL,2023-07-10 09:00:00,HOLD,UP,0.76,1.0,1.0,0.76,True,0.0,0.5,sideways,1,0
AAPL,2023-07-11 09:00:00,UP,UP,0.73,1.0,1.0,0.73,True,0.0,0.5,bear,1,0
AAPL,2023-07-12 09:00:00,HOLD,UP,0.76,1.0,1.0,0.76,True,0.0,0.5,sideways,1,0
AAPL,2023-07-13 09:00:00,HOLD,UP,0.73,1.0,1.0,0.73,True,0.0,0.5,bear,1,0
AAPL,2023-07-14 09:00:00,UP,UP,0.81,1.0,1.0,0.81,True,0.0,0.5,sideways,1,0
AAPL,2023-07-17 09:00:00,HOLD,UP,0.81,1.0,1.0,0.81,True,0.0,1.0,bull,1,0
AAPL,2023-07-18 09:00:00,UP,UP,0.78,1.0,1.0,0.78,True,0.0,0.5,sideways,1,0
AAPL,2023-07-19 09:00:00,DOWN,UP,0.81,1.0,1.0,0.81,True,0.0,1.0,bull,1,0
AAPL,2023-07-20 09:00:00,DOWN,UP,0.78,1.0,1.0,0.78,True,0.0,0.5,sideways,1,0
AAPL,2023-07-21 09:00:00,HOLD,UP,0.81,1.0,1.0,0.81,True,0.0,1.0,bull,1,0
AAPL,2023-07-24 09:00:00,HOLD,UP,0.73,1.0,1.0,0.73,True,0.0,0.5,bear,1,0
AAPL,2023-07-25 09:00:00,HOLD,UP,0.73,1.0,1.0,0.73,True,0.0,0.5,sideways,1,0
AAPL,2023-07-26 09:00:00,DOWN,UP,0.76,1.0,1.0,0.76,True,0.0,0.5,sideways,1,0
AAPL,2023-07-27 09:00:00,UP,UP,0.78,1.0,1.0,0.78,True,0.0,0.5,sideways,1,0
AAPL,2023-07-28 09:00:00,HOLD,UP,0.81,1.0,1.0,0.81,True,0.0,1.0,bull,1,0
AAPL,2023-07-31 09:00:00,HOLD,UP,0.78,1.0,1.0,0.78,True,0.0,0.5,sideways,1,0
AAPL,2023-08-01 09:00:00,DOWN,UP,0.78,1.0,1.0,0.78,True,0.0,0.5,sideways,1,0
AAPL,2023-08-02 09:00:00,DOWN,UP,0.76,1.0,1.0,0.76,True,0.0,0.5,sideways,1,0
AAPL,2023-08-03 09:00:00,DOWN,UP,0.76,1.0,1.0,0.76,True,0.0,0.5,sideways,1,0
AAPL,2023-08-04 09:00:00,DOWN,UP,0.76,1.0,1.0,0.76,True,0.0,0.5,sideways,1,0
AAPL,2023-08-07 09:00:00,UP,UP,0.73,1.0,1.0,0.73,True,0.0,0.5,bear,1,0
AAPL,2023-08-08 09:00:00,DOWN,UP,0.73,1.0,1.0,0.73,True,0.0,0.5,bear,1,0
